# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jan 20 06:34:56 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
#
pl_name,default_flag,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_ratdor,pl_ratror,st_teff,st_rad,sy_vmag,sy_jmag
K2-138 b,1,2.35309000,1.510,0.135,3.10000,0.00975,Mass,8.500000,0.01600,5356.30,0.86,12.2460000,10.7560000
K2-138 c,1,3.56004000,2.299,0.205,6.31000,0.01985,Mass,11.100000,0.02439,5356.30,0.86,12.2460000,10.7560000
K2-138 d,1,5.40479000,2.390,0.213,7.92000,0.02492,Mass,14.700000,0.02532,5356.30,0.86,12.2460000,10.7560000
K2-138 e,1,8.26146000,3.390,0.302,12.97000,0.04081,Mass,19.500000,0.03599,5356.30,0.86,12.2460000,10.7560000
K2-138 f,1,12.75758000,2.904,0.259,1.63000,0.00513,Mass,26.100000,0.03085,5356.30,0.86,12.2460000,10.7560000
K2-138 g,1,41.96797000,3.013,0.269,4.32000,0.01359,Mass,57.700000,0.03187,5356.30,0.86,12.2460000,10.7560000
K2-139 b,1,28.38061900,9.110,0.813,,,,47.250000,0.09510,5370.00,0.88,11.6520000,10.1770000
K2-14 b,1,8.36802000,4.810,0.429,,,,30.160000,,3789.00,0.45,15.7800000,13.4160000
K2-140 b,1,6.56918800,13.563,1.210,295.58042,0.93000,Mass,14.100000,0.11700,5585.00,1.06,12.7270000,11.4210000
K2-141 b,1,0.28032440,1.510,0.135,5.08000,0.01598,Mass,2.292000,0.02037,4599.00,0.68,11.4540000,9.0860000
K2-141 c,1,7.74850000,7.000,0.624,7.40000,0.02328,Mass,21.590000,0.09400,4599.00,0.68,11.4540000,9.0860000
K2-146 b,1,2.64460000,2.050,0.183,5.77000,0.01816,Mass,,0.05720,3385.00,0.33,16.7000000,12.1830000
K2-146 c,1,4.00498000,2.190,0.195,7.49000,0.02358,Mass,,0.06120,3385.00,0.33,16.7000000,12.1830000
K2-147 b,1,0.96191700,1.380,0.123,,,,8.800000,0.02290,3672.00,0.55,14.0440000,10.8350000
K2-148 b,1,4.38395000,1.330,0.119,,,,16.700000,0.01930,4079.00,0.63,13.6270000,11.0820000
K2-148 c,1,6.92260000,1.730,0.154,,,,27.300000,0.02510,4079.00,0.63,13.6270000,11.0820000
K2-148 d,1,9.75790000,1.640,0.146,,,,36.300000,0.02380,4079.00,0.63,13.6270000,11.0820000
K2-149 b,1,11.33200000,1.640,0.146,,,,34.300000,0.02640,3745.00,0.57,14.5430000,11.4520000
K2-15 b,1,11.81040000,2.480,0.221,,,,28.840000,,5131.00,0.68,14.7580000,13.0670000
K2-150 b,1,10.59357000,2.000,0.178,,,,32.200000,0.04200,3499.00,0.44,15.7840000,12.1070000
K2-151 b,1,3.83547600,1.490,0.133,,,,17.360000,0.03030,3695.00,0.45,14.1750000,10.9300000
K2-152 b,1,32.64790000,2.290,0.204,,,,58.800000,0.03440,4044.00,0.61,13.7280000,10.9560000
K2-153 b,1,7.51574000,2.000,0.178,,,,23.600000,0.03480,3845.00,0.53,14.9600000,12.0230000
K2-154 b,1,3.67626000,1.990,0.178,,,,14.500000,0.02880,4097.00,0.63,13.8610000,11.2190000
K2-154 c,1,7.95486000,2.070,0.185,,,,24.900000,0.03000,4097.00,0.63,13.8610000,11.2190000
K2-155 b,1,6.34200000,1.800,0.161,,,,18.500000,0.02610,4258.00,0.58,12.7730000,10.2740000
K2-155 c,1,13.85000000,2.600,0.232,,,,27.000000,0.03210,4258.00,0.58,12.7730000,10.2740000
K2-155 d,1,40.71800000,1.900,0.170,,,,63.300000,0.02730,4258.00,0.58,12.7730000,10.2740000
K2-156 b,1,0.81314000,1.150,0.103,,,,4.100000,0.01610,4597.00,0.66,13.4000000,11.1390000
K2-157 b,1,0.36525700,1.055,0.094,,,,1.876041,0.01105,5456.00,0.88,12.9420000,11.3980000
K2-158 b,1,10.06049000,2.640,0.236,,,,19.100000,0.02550,5503.00,0.95,11.7740000,10.4320000
K2-158 c,1,5.90279000,1.280,0.114,,,,11.300000,0.01230,5503.00,0.95,11.7740000,10.4320000
K2-159 b,1,12.42205000,2.260,0.202,,,,27.900000,0.02500,5425.00,0.83,11.9950000,10.4620000
K2-16 b,1,7.61880000,2.020,0.180,,,,19.000000,0.02796,4742.00,0.66,14.6680000,12.7640000
K2-16 c,1,19.07863000,2.540,0.227,,,,22.800000,0.03526,4742.00,0.66,14.6680000,12.7640000
K2-160 b,1,3.70587100,3.178,0.284,,,,14.684713,0.03189,5649.00,0.91,12.8380000,11.4270000
K2-161 b,1,9.28318800,6.117,0.546,,,,10.790043,0.02184,4972.00,2.57,12.7180000,10.8520000
K2-162 b,1,9.45889000,1.440,0.128,,,,23.600000,0.01900,4842.00,0.69,12.2780000,10.5170000
K2-163 b,1,6.67311700,2.466,0.220,,,,15.663288,0.02966,4937.00,0.76,13.0780000,11.3100000
K2-164 b,1,17.35506600,3.249,0.290,,,,13.912102,0.01357,5791.00,2.20,11.3520000,10.1530000
K2-165 b,1,2.35499200,1.274,0.114,,,,9.208522,0.01453,5185.00,0.80,11.3320000,10.0550000
K2-165 c,1,4.38274500,1.554,0.139,,,,10.510761,0.01773,5185.00,0.80,11.3320000,10.0550000
K2-165 d,1,14.10136100,2.648,0.236,,,,27.729097,0.03020,5185.00,0.80,11.3320000,10.0550000
K2-166 b,1,8.52695000,2.190,0.195,,,,11.100000,0.01240,5960.00,1.61,12.0810000,10.9520000
K2-167 b,1,9.97748100,2.819,0.252,,,,19.425698,0.01413,5908.00,1.83,8.2400000,7.2020000
K2-168 b,1,15.85230000,1.860,0.166,,,,25.420000,0.01812,5502.70,0.83,12.3650000,10.9570000
K2-169 b,1,6.38080300,1.273,0.114,,,,13.592261,0.01270,5548.00,0.92,12.2300000,10.7910000
K2-17 b,1,17.96753000,2.230,0.199,,,,39.380000,,4320.00,0.66,13.4110000,11.0760000
K2-170 b,1,7.57654400,1.418,0.127,,,,14.299758,0.01324,5748.00,0.98,12.6680000,11.4450000
K2-170 c,1,12.40004700,1.802,0.161,,,,20.900713,0.01683,5748.00,0.98,12.6680000,11.4450000
K2-171 b,1,5.62846600,2.687,0.240,,,,5.470213,0.01434,5250.00,1.72,12.7450000,11.1010000
K2-172 b,1,14.31694100,1.666,0.149,,,,25.147602,0.01758,5569.00,0.87,12.5000000,11.0980000
K2-172 c,1,29.62682000,3.206,0.286,,,,44.208935,0.03382,5569.00,0.87,12.5000000,11.0980000
K2-173 b,1,5.86869900,1.608,0.143,,,,12.982789,0.01749,5580.00,0.84,12.5230000,10.7780000
K2-174 b,1,19.56230700,2.600,0.232,,,,26.600000,0.03600,4455.00,0.68,12.4560000,10.2310000
K2-175 b,1,9.52598800,2.038,0.182,,,,11.060886,0.01316,5909.00,1.42,10.8360000,9.5630000
K2-176 b,1,5.32943900,1.491,0.133,,,,13.810807,0.01582,5428.00,0.86,12.9090000,11.2260000
K2-177 b,1,14.15518500,2.116,0.189,,,,10.638946,0.01599,6063.00,1.21,12.6810000,11.0090000
K2-178 b,1,8.74781800,3.558,0.317,,,,18.513049,0.03676,5525.00,0.89,12.3820000,10.7860000
K2-179 b,1,5.17219100,2.513,0.224,,,,20.135239,0.02999,5015.00,0.77,12.9390000,11.1380000
K2-18 b,1,32.93962300,2.370,0.211,8.92000,0.02807,Mass,,,3457.00,0.41,13.4770000,9.7630000
K2-18 c,1,8.96200000,,,7.51000,0.02363,Msini,,,3457.00,0.41,13.4770000,9.7630000
K2-180 b,1,8.86565110,2.520,0.225,,,,21.930000,0.03200,5306.00,0.72,12.5570000,11.1460000
K2-181 b,1,6.89425600,2.840,0.253,,,,18.790000,0.02440,5608.00,1.07,12.6690000,11.4380000
K2-182 b,1,4.73697290,2.700,0.241,,,,13.980000,0.03080,5181.00,0.80,11.8330000,10.4080000
K2-183 b,1,0.46926900,2.599,0.232,,,,1.396227,0.02729,5482.00,0.87,12.8670000,11.4850000
K2-183 c,1,10.79263500,2.870,0.256,,,,19.600000,0.02700,5519.00,0.97,12.8670000,11.4850000
K2-183 d,1,22.63196400,2.860,0.255,,,,44.410000,0.02700,5519.00,0.97,12.8670000,11.4850000
K2-184 b,1,16.97801020,1.470,0.131,,,,48.360000,0.01800,5245.00,0.75,10.3450000,8.9200000
K2-185 b,1,10.61638400,1.150,0.103,,,,21.500000,0.01110,5788.00,0.94,12.2350000,11.0660000
K2-185 c,1,52.71349400,2.390,0.213,,,,62.620000,0.02320,5788.00,0.94,12.2350000,11.0660000
K2-186 b,1,41.47421900,3.172,0.283,,,,48.939252,0.02965,5784.00,0.98,12.4130000,11.1420000
K2-187 b,1,0.77392000,1.300,0.116,,,,4.130000,0.01290,5484.00,0.92,13.1020000,11.6870000
K2-187 c,1,2.87204200,1.800,0.161,,,,8.080000,0.01790,5484.00,0.92,13.1020000,11.6870000
K2-187 d,1,7.14921000,3.170,0.283,,,,18.160000,0.03150,5484.00,0.92,13.1020000,11.6870000
K2-187 e,1,13.60987800,2.380,0.212,,,,23.940000,0.02370,5484.00,0.92,13.1020000,11.6870000
K2-188 b,1,1.74216900,1.350,0.120,,,,4.670000,0.01040,5977.00,1.19,12.6570000,11.5020000
K2-188 c,1,7.81025300,2.830,0.252,,,,15.560000,0.02180,5977.00,1.19,12.6570000,11.5020000
K2-189 b,1,2.58830900,1.520,0.136,,,,7.950000,0.01590,5519.00,0.87,12.3980000,11.0380000
K2-189 c,1,6.67919500,2.500,0.223,,,,18.170000,0.02620,5519.00,0.87,12.3980000,11.0380000
K2-19 b,1,7.91940000,7.740,0.691,,,,18.500000,0.07540,5430.00,0.86,13.0240000,11.5960000
K2-19 c,1,11.90715000,4.860,0.434,,,,18.100000,0.04727,5430.00,0.86,13.0240000,11.5960000
K2-19 d,1,2.50856000,1.140,0.102,,,,7.831000,0.01109,5430.00,0.86,13.0240000,11.5960000
K2-190 b,1,10.09885800,1.357,0.121,,,,17.225461,0.01364,5631.00,0.91,11.1380000,9.8340000
K2-190 c,1,21.57402300,1.093,0.098,,,,27.966545,0.01099,5631.00,0.91,11.1380000,9.8340000
K2-191 b,1,2.85864600,1.579,0.141,,,,8.602679,0.01724,5176.00,0.84,13.3290000,11.6080000
K2-192 b,1,4.16281700,1.520,0.136,,,,17.640000,0.01710,5222.00,0.81,12.6560000,11.1210000
K2-193 b,1,14.78688900,3.950,0.352,,,,26.080000,0.03690,5817.00,0.98,13.3410000,11.9340000
K2-194 b,1,39.72138600,3.642,0.325,,,,30.988860,0.02607,5979.00,1.28,12.9980000,11.8810000
K2-195 b,1,15.85297500,3.130,0.279,,,,24.330000,0.02900,5713.00,0.99,12.5240000,11.2480000
K2-195 c,1,28.48278600,2.576,0.230,,,,27.673288,0.02605,5712.00,0.91,12.5240000,11.2480000
K2-196 b,1,48.32422200,3.600,0.321,,,,23.462939,0.02145,6045.00,1.54,12.2410000,10.9500000
K2-197 b,1,8.35788100,2.560,0.228,,,,16.290000,0.02530,5667.00,0.93,12.1990000,10.8810000
K2-198 b,1,17.04286830,4.189,0.374,,,,25.860000,0.03900,5212.90,0.76,10.9710000,9.7410000
K2-198 c,1,3.35960550,1.423,0.127,,,,8.760000,0.01300,5212.90,0.76,10.9710000,9.7410000
K2-198 d,1,7.45001770,2.438,0.218,,,,14.900000,0.02200,5212.90,0.76,10.9710000,9.7410000
K2-199 b,1,3.22533800,1.870,0.167,,,,10.830000,0.02520,4648.00,0.68,12.3580000,10.2770000
K2-199 c,1,7.37469400,2.780,0.248,,,,22.200000,0.03760,4648.00,0.68,12.3580000,10.2770000
K2-200 b,1,2.84988300,1.364,0.122,,,,13.198523,0.01580,5233.00,0.79,12.4280000,10.8770000
K2-201 b,1,1.05979000,1.400,0.125,,,,4.652897,0.01462,5507.00,0.88,12.1680000,10.6530000
K2-201 c,1,22.77987800,3.286,0.293,,,,40.683505,0.03430,5507.00,0.88,12.1680000,10.6530000
K2-202 b,1,3.40516400,2.302,0.205,,,,11.942004,0.02317,5491.00,0.91,13.3540000,11.5470000
K2-203 b,1,9.69510100,1.371,0.122,,,,19.031555,0.01647,5000.00,0.76,12.3910000,10.7730000
K2-204 b,1,7.05578400,3.046,0.272,,,,11.042580,0.02371,5755.00,1.18,12.9850000,11.8390000
K2-205 b,1,26.67226300,1.996,0.178,,,,31.035514,0.01698,5890.00,1.08,12.4500000,11.2350000
K2-206 b,1,18.29454900,2.795,0.249,,,,28.284030,0.03381,5043.00,0.76,13.0840000,11.4390000
K2-207 b,1,12.48749000,2.606,0.232,,,,21.180496,0.02574,5522.00,0.93,13.1750000,11.7800000
K2-208 b,1,4.19094800,1.679,0.150,,,,14.156898,0.01785,5582.00,0.86,12.5770000,11.1640000
K2-209 b,1,2.08061500,0.869,0.077,,,,8.501853,0.01118,4720.00,0.71,11.0610000,9.2630000
K2-21 b,1,9.32503800,1.840,0.164,,,,25.370000,0.02616,4222.06,0.65,12.8510000,10.2510000
K2-21 c,1,15.50192000,2.490,0.222,,,,35.500000,0.03533,4222.06,0.65,12.8510000,10.2510000
K2-210 b,1,0.57023300,0.819,0.073,,,,4.320710,0.00881,5396.00,0.85,11.5350000,10.3540000
K2-211 b,1,0.66955800,1.375,0.123,,,,3.414080,0.01545,5221.00,0.82,13.1547000,11.6240000
K2-212 b,1,9.79551000,2.520,0.225,,,,28.260000,0.03570,4272.00,0.65,12.9770000,10.6290000
K2-213 b,1,8.13087000,1.514,0.135,,,,13.249090,0.01153,5794.00,1.20,11.8030000,11.0340000
K2-214 b,1,8.59680200,2.430,0.217,,,,16.180000,0.01760,5854.00,1.27,11.8060000,10.5760000
K2-215 b,1,8.26964800,2.124,0.189,,,,28.084531,0.01998,5704.00,0.97,12.9900000,11.6790000
K2-216 b,1,2.17480000,1.750,0.156,8.00000,0.02517,Mass,8.300000,0.02210,4503.00,0.72,12.4030000,10.3940000
K2-217 b,1,14.07452400,3.579,0.319,,,,16.108984,0.02460,5967.00,1.33,12.2640000,11.0090000
K2-218 b,1,8.67988500,2.569,0.229,,,,16.021068,0.02336,5757.00,1.01,12.9200000,11.5630000
K2-219 b,1,3.90128700,1.348,0.120,,,,9.031985,0.01039,5753.00,1.19,12.0900000,10.8490000
K2-219 c,1,6.66767000,1.438,0.128,,,,10.347938,0.01109,5753.00,1.19,12.0900000,10.8490000
K2-219 d,1,11.13727800,2.576,0.230,,,,15.766969,0.01986,5753.00,1.19,12.0900000,10.8490000
K2-22 b,1,0.38107800,2.500,0.223,444.96200,1.40000,Mass,3.300000,,3830.00,0.57,15.5650000,12.7260000
K2-220 b,1,13.68325600,2.390,0.213,,,,31.180000,0.02160,5660.00,1.02,11.8730000,10.5820000
K2-221 b,1,2.39909400,1.679,0.150,,,,6.506267,0.01624,5716.00,0.95,12.5710000,11.2290000
K2-222 b,1,15.38706300,2.390,0.213,,,,25.070000,0.02010,6058.00,1.09,9.5430000,8.4230000
K2-223 b,1,0.50565000,0.890,0.079,,,,3.900000,0.00830,5835.00,0.99,11.4430000,10.1770000
K2-223 c,1,4.56327000,1.570,0.140,,,,11.000000,0.01460,5835.00,0.99,11.4430000,10.1770000
K2-224 b,1,4.47904000,1.560,0.139,,,,13.200000,0.01700,5620.00,0.84,12.7000000,11.3520000
K2-224 c,1,10.09489000,2.410,0.215,,,,20.300000,0.02620,5620.00,0.84,12.7000000,11.3520000
K2-225 b,1,15.87209000,3.490,0.311,,,,17.800000,0.01880,5742.00,1.70,11.8360000,10.3620000
K2-226 b,1,3.27108000,1.540,0.137,,,,9.700000,0.01560,5424.00,0.91,12.3370000,10.6970000
K2-227 b,1,13.62183200,1.666,0.149,,,,21.261583,0.01714,5673.00,0.89,12.0150000,10.3930000
K2-228 b,1,2.69828000,1.210,0.108,,,,12.200000,0.01700,4715.00,0.65,13.0280000,10.9780000
K2-229 b,1,0.58426000,1.140,0.102,,,,3.400000,0.01330,5315.00,0.79,10.9850000,9.5180000
K2-229 c,1,8.32727000,2.030,0.181,,,,24.900000,0.02360,5315.00,0.79,10.9850000,9.5180000
K2-230 b,1,2.86041000,1.960,0.175,,,,7.300000,0.01290,5945.00,1.39,12.7890000,11.5750000
K2-231 b,1,13.84190100,2.500,0.223,,,,27.000000,0.02390,5695.00,0.95,12.7680000,11.2940000
K2-232 b,1,11.16845400,11.209,1.000,126.49634,0.39800,Mass,19.250000,0.08868,6154.00,1.16,9.8220000,8.7390000
K2-233 b,1,2.46750000,1.343,0.120,11.26000,0.03543,Mass,10.070000,0.01743,5033.00,0.71,10.8830000,8.9680000
K2-233 c,1,7.06005000,1.281,0.114,12.81000,0.04030,Mass,20.300000,0.01663,5033.00,0.71,10.8830000,8.9680000
K2-233 d,1,24.36450000,2.358,0.210,21.14000,0.06651,Mass,46.360000,0.03062,5033.00,0.71,10.8830000,8.9680000
K2-237 b,1,2.18055770,18.405,1.642,392.83788,1.23600,Mass,5.503000,0.11950,6099.00,1.38,11.6020000,10.5080000
K2-238 b,1,3.20466000,14.572,1.300,273.33380,0.86000,Mass,6.270000,0.08000,5630.00,1.59,13.9730000,12.4640000
K2-239 b,1,5.24000000,1.100,0.098,,,,24.600000,0.02590,3420.00,0.36,14.6320000,10.7810000
K2-239 c,1,7.77500000,1.000,0.089,,,,34.000000,0.02410,3420.00,0.36,14.6320000,10.7810000
K2-239 d,1,10.11500000,1.100,0.098,,,,38.800000,0.02550,3420.00,0.36,14.6320000,10.7810000
K2-24 b,1,20.88977000,5.400,0.482,19.00000,0.05978,Mass,,,5625.00,1.16,11.2750000,9.6350000
K2-24 c,1,42.33910000,7.500,0.669,15.40000,0.04845,Mass,,,5625.00,1.16,11.2750000,9.6350000
K2-240 b,1,6.03400000,2.000,0.178,,,,21.100000,0.03620,3810.00,0.54,13.3720000,10.3940000
K2-240 c,1,20.52300000,1.800,0.161,,,,48.000000,0.03130,3810.00,0.54,13.3720000,10.3940000
K2-241 b,1,26.81990000,2.550,0.227,,,,43.300000,0.03120,5262.00,0.75,11.9700000,10.4420000
K2-242 b,1,6.51389000,2.540,0.227,,,,22.100000,0.06330,3459.00,0.37,16.4140000,12.6210000
K2-243 b,1,11.54182000,2.170,0.194,,,,21.200000,0.01440,6570.00,1.39,10.9710000,9.8520000
K2-243 c,1,24.94598000,2.010,0.179,,,,35.600000,0.01330,6570.00,1.39,10.9710000,9.8520000
K2-244 b,1,21.06884000,1.750,0.156,,,,38.300000,0.01740,5677.00,0.92,11.7800000,10.5550000
K2-245 b,1,11.89307000,4.340,0.387,,,,17.500000,0.03170,5793.00,1.25,12.7550000,11.4990000
K2-246 b,1,5.76918000,3.490,0.311,,,,11.100000,0.03410,5610.00,0.94,14.7920000,13.1680000
K2-247 b,1,2.25021000,2.120,0.189,,,,8.700000,0.02830,4667.00,0.69,14.8570000,12.3800000
K2-247 c,1,6.49424000,2.190,0.195,,,,18.200000,0.02920,4667.00,0.69,14.8570000,12.3800000
K2-248 b,1,7.17256000,2.570,0.229,,,,16.200000,0.02550,5528.00,0.92,13.4970000,12.0790000
K2-249 b,1,12.40900000,2.790,0.249,,,,14.500000,0.01620,6504.00,1.57,12.6460000,11.2700000
K2-25 b,1,3.48455200,3.430,0.306,,,,,0.10650,3180.00,0.29,16.2100000,11.3030000
K2-250 b,1,4.01457000,2.440,0.218,,,,12.300000,0.02760,5172.00,0.81,14.3140000,12.5390000
K2-251 b,1,9.30075000,2.350,0.210,,,,20.600000,0.04370,3717.00,0.49,15.6600000,12.3410000
K2-252 b,1,13.81513000,1.740,0.155,,,,25.700000,0.01930,5152.00,0.82,12.9300000,11.2360000
K2-253 b,1,4.00167000,12.670,1.130,,,,13.900000,0.10500,6027.00,1.10,15.0020000,13.4920000
K2-254 b,1,4.09639000,1.630,0.145,,,,15.800000,0.02230,4629.00,0.67,14.2380000,11.9860000
K2-254 c,1,12.11839000,2.190,0.195,,,,31.300000,0.02980,4629.00,0.67,14.2380000,11.9860000
K2-255 b,1,1.96417000,2.900,0.259,,,,9.100000,0.03860,4676.00,0.69,13.6620000,11.5560000
K2-256 b,1,5.52011000,2.630,0.235,,,,7.600000,0.03090,5219.00,0.78,14.9540000,13.3500000
K2-257 b,1,1.60588000,0.830,0.074,,,,8.200000,0.01530,3725.00,0.50,13.7160000,10.4770000
K2-258 b,1,19.09210000,3.000,0.268,,,,21.500000,0.02100,6351.00,1.31,13.3610000,12.1240000
K2-259 b,1,15.48043000,2.320,0.207,,,,29.900000,0.01890,6059.00,1.13,12.5110000,11.4250000
K2-26 b,1,14.56650000,2.670,0.238,,,,20.700000,0.04710,3785.00,0.52,14.5280000,11.3500000
K2-260 b,1,2.62666570,17.396,1.552,451.31860,1.42000,Mass,5.291000,0.09731,6367.00,1.69,12.6240000,11.4000000
K2-261 b,1,11.63344000,9.528,0.850,70.87609,0.22300,Mass,13.300000,0.05293,5537.00,1.65,10.6120000,9.3370000
K2-263 b,1,50.81894700,2.410,0.215,14.80000,0.04657,Mass,64.700000,0.02600,5368.00,0.85,11.5680000,10.2160000
K2-264 b,1,5.84000200,2.231,0.199,,,,22.840000,0.04318,3660.00,0.47,16.7010000,13.0470000
K2-264 c,1,19.66030200,2.668,0.238,,,,51.300000,0.05164,3660.00,0.47,16.7010000,13.0470000
K2-265 b,1,2.36917200,1.710,0.153,6.54000,0.02058,Mass,,0.01604,5477.00,0.98,11.1870000,9.7260000
K2-266 b,1,0.65852400,3.300,0.294,11.26782,0.03545,Msin(i)/sin(i),4.000000,0.04300,4285.00,0.70,11.6250000,9.6110000
K2-266 c,1,7.81400000,0.705,0.063,0.29013,0.00091,Msin(i)/sin(i),20.800000,0.00920,4285.00,0.70,11.6250000,9.6110000
K2-266 d,1,14.69700000,2.930,0.261,8.90000,0.02800,Mass,31.700000,0.03827,4285.00,0.70,11.6250000,9.6110000
K2-266 e,1,19.48200000,2.730,0.244,14.30000,0.04499,Mass,38.200000,0.03564,4285.00,0.70,11.6250000,9.6110000
K2-268 b,1,2.15167600,1.500,0.134,,,,7.760000,0.01750,5106.00,0.78,13.8480000,12.1580000
K2-268 c,1,9.32752700,2.690,0.240,,,,17.170000,0.03120,5106.00,0.78,13.8480000,12.1580000
K2-268 d,1,4.52859800,1.490,0.133,,,,12.570000,0.01730,5106.00,0.78,13.8480000,12.1580000
K2-268 e,1,6.13124300,1.330,0.119,,,,16.930000,0.01550,5106.00,0.78,13.8480000,12.1580000
K2-268 f,1,26.27057000,2.230,0.199,,,,41.410000,0.02590,5106.00,0.78,13.8480000,12.1580000
K2-269 b,1,4.14496500,1.570,0.140,,,,10.070000,0.01000,6209.00,1.45,11.7840000,10.5410000
K2-27 b,1,6.77131500,4.480,0.400,30.90000,0.09722,Mass,,,5248.00,0.89,12.6890000,11.1570000
K2-270 b,1,1.54306900,1.380,0.123,,,,6.040000,0.01640,4877.00,0.77,13.8470000,11.9680000
K2-270 c,1,4.40002800,2.950,0.263,,,,20.940000,0.03500,4877.00,0.77,13.8470000,11.9680000
K2-271 b,1,8.56242100,7.280,0.649,,,,20.690000,0.06740,5644.00,0.99,13.8450000,12.5550000
K2-272 b,1,14.45367560,3.130,0.279,,,,26.160000,0.03430,5397.00,0.83,13.8720000,12.4860000
K2-273 b,1,11.71956630,3.050,0.272,,,,18.490000,0.03270,5161.00,0.85,13.2460000,11.8110000
K2-274 b,1,14.13303140,2.080,0.186,,,,29.680000,0.02730,5044.00,0.70,13.1810000,11.5070000
K2-275 b,1,3.28096260,2.340,0.209,,,,8.610000,0.03110,4841.00,0.69,11.9740000,10.3640000
K2-275 c,1,8.43883850,2.210,0.197,,,,27.500000,0.02930,4841.00,0.69,11.9740000,10.3640000
K2-276 b,1,18.71826900,3.770,0.336,,,,21.070000,0.04050,5139.00,0.85,14.6540000,12.8710000
K2-277 b,1,6.32676300,2.070,0.185,,,,24.450000,0.01960,5741.00,0.97,10.3640000,9.0810000
K2-278 b,1,3.33496600,2.980,0.266,,,,6.240000,0.01690,6747.00,1.61,13.4460000,12.0970000
K2-279 b,1,7.12260500,1.210,0.108,,,,14.450000,0.01290,5558.00,0.86,11.4910000,10.4310000
K2-28 b,1,2.26045500,2.320,0.207,,,,17.900000,0.07370,3214.00,0.29,16.5260000,11.6950000
K2-280 b,1,19.89526000,7.500,0.669,37.10000,0.11673,Mass,25.790000,0.05354,5500.00,1.28,12.5240000,11.1410000
K2-281 b,1,8.68772100,8.180,0.730,,,,25.900000,0.09870,4812.00,0.76,15.0480000,13.1950000
K2-282 b,1,4.16983600,2.820,0.252,,,,10.990000,0.02750,5523.00,0.94,14.2100000,12.4370000
K2-283 b,1,1.92103600,3.520,0.314,,,,8.230000,0.03930,5060.00,0.82,14.3640000,12.5790000
K2-284 b,1,4.79506900,2.780,0.248,,,,16.840000,0.04200,4140.00,0.61,13.2650000,10.8680000
K2-285 b,1,3.47174500,2.590,0.231,9.68000,0.03046,Mass,10.430000,0.03013,4975.00,0.79,12.0750000,10.4770000
K2-285 c,1,7.13804800,3.530,0.315,15.68000,0.04933,Mass,22.510000,0.04115,4975.00,0.79,12.0750000,10.4770000
K2-285 d,1,10.45582000,2.480,0.221,6.50000,0.02045,Mass,32.200000,0.02890,4975.00,0.79,12.0750000,10.4770000
K2-285 e,1,14.76289000,1.950,0.174,10.70000,0.03367,Mass,49.430000,0.02270,4975.00,0.79,12.0750000,10.4770000
K2-286 b,1,27.35900000,2.100,0.187,,,,63.000000,0.03150,3926.00,0.62,12.8810000,10.1270000
K2-287 b,1,14.89329100,9.494,0.847,100.11645,0.31500,Mass,23.870000,0.08014,5695.00,1.07,11.4100000,9.6770000
K2-288 B b,1,31.39346300,1.900,0.170,,,,110.200000,0.04900,3341.00,0.32,,
K2-289 b,1,13.15696900,9.100,0.812,,,,22.500000,0.08100,5529.00,1.02,14.8100000,11.4350000
K2-29 b,1,3.25883210,13.339,1.190,232.01590,0.73000,Mass,10.510000,0.14188,5358.00,0.86,12.5320000,10.6220000
K2-290 b,1,9.21165000,3.060,0.273,10.90000,0.03430,Mass,13.150000,0.01900,6302.00,1.51,11.1140000,9.7710000
K2-290 c,1,48.36685000,11.276,1.006,246.00042,0.77400,Mass,43.500000,0.06848,6302.00,1.51,11.1140000,9.7710000
K2-291 b,1,2.22517700,1.589,0.142,6.49000,0.02042,Mass,7.794200,0.01614,5520.00,0.90,10.0140000,8.7650000
K2-292 b,1,16.98410000,2.630,0.235,24.50000,0.07709,Mass,25.900000,0.02200,5725.00,1.09,9.8850000,8.7300000
K2-293 b,1,13.12250000,2.450,0.219,,,,22.900000,0.02280,5532.00,0.95,13.4400000,11.9590000
K2-294 b,1,2.50387000,1.660,0.148,,,,6.490000,0.01262,5612.00,1.20,12.6490000,11.2680000
K2-295 b,1,4.02486700,10.054,0.897,106.47305,0.33500,Mass,13.760000,0.13040,4444.00,0.70,13.8941000,
